Comentário,notaPositiva,notaNegativa,Sentimento
"Alguns nomes do Campo Progressista votaram ''sim'', mas com ressalvas, por exemplo, a deputada Tabata Amaral. O placar de hoje deve ser analisado com muito cuidado, sem pressa e com fidelidade aos fatos.",3,-2,positivo
Surpreendeu só os 'especialistas' da esquerda hahahahaha,1,-1,neutro
"""Especialistas"" KKKKKKKKKKKKKKK",2,-1,positivo
https://www.facebook.com/808063032615585/posts/2305365989551941/,1,-1,neutro
Pagando fica fácil,1,-1,neutro
Parabéns aos deputados que encheram o bucho com as emendas parlamemtares! O Brasil merece!,1,-1,neutro
Corja,1,-1,neutro
"Com mais de 2 Bi fica mt fácil, antes isso no PT se chamava mensalão!",1,-3,negativo
Deve ser muito cruel pra #GLOBOLIXO da essas notícias,1,-3,negativo
"Eeeee, ooooô, vida de gado... povo marcado, ê! Povo feliz!#FORABOZO",2,-1,positivo
Especialistas = torcedores contra,1,-2,negativo
Esses especialistas de vcs são coach???,1,-1,neutro
2 bilhões,1,-1,neutro
Ah sempre os especialista da Globo errando. Pra mim surpresa é alguém ainda acreditar na mídia.,1,-1,neutro
"Fora cambada de ratos que está destruindo o Brasil! Tudo voto comprado, o governo tem bilhões para comprar deputados mas não tem para o povo trabalhador! #ForaBolsonaro",1,-3,negativo
Como vivem ? Onde vivem ? De onde são? O que fazem ? Hoje no globo Repórter os Especialistas. 😂😂😂😂😂😂,1,-1,neutro
"Os mortadelas estão chorando,e pt tchau psol tchau pdt tchau tchau tchau.",1,-4,negativo
"Tenho certeza que a população ter ido às ruas, fez muita diferença nesse resultado.",3,-1,positivo
Kkkkkkkkkk  é  nós  ...  Bolsonaro  2022,2,-1,positivo
Quero mais que esse povo ignorante se lasquem de verde e amarelo.😂😂😂👌👌👌👌,3,-3,neutro
Significa que os ''ispecialistas'' não sabem de porra nenhuma além das especulações! KKKKKKKKK,2,-1,positivo
"Mais uma vez os ""especialistas"" acertaram . Kkkkkkkk Vivaaaa",2,-1,positivo
Quem comemora a reforma da presidência ou deve ser podre de rico ou indiota mesmo 👉🐂🐂🐂👉💩💩,1,-2,negativo
Próximo passo: revogar a lei Áurea!🤑,1,-2,negativo
Ah os especialistas 😂😂😂,1,-1,neutro
"O que  da mais raiva e o povo ,ainda o povo aprovando isto .",1,-4,negativo
O Brasil agora tem governo.,1,-1,neutro
Kkkkk a globo pira,2,-1,positivo
Especialista + ibope =nada,1,-1,neutro
O que a grana não faz kkkkkkkkkkkk,2,-1,positivo
Globo e seus especialistas. Kkkkkk,2,-1,positivo
"Surpreende pq? A mídia golpista apoiando, rios de dinheiro jorrando no congresso, não sei o pq de surpresos.",2,-1,positivo
"DEPOIS DA LIBERAÇÃO DAQUELA GRANA OS LESA PÁTRIA , NÃO FARIAM DIFERENTE!",1,-1,neutro
"O motivo de ""surpreender"" os ""especialista"" é por que estes só querem que o Brasil afunde pra pôr a culpa no Blaonofufuru",3,-2,positivo
"Eu aínda me surpreendo destes ""especialistas"" serem chamados de especialistas...😂",1,-3,negativo
Que for rico pode abrir o champanhe 🥂 Quem for pobre vai trabalhar escravo quem sabe vc consegue uma miséria de meio salário mínimo!,1,-2,negativo
Viva o rei Bolsonaro!!,1,-1,neutro
Ibope especialista kkķkkķk tudo uns comédia,2,-1,positivo
Brasileiro só quer se aposentar trabalhar não quer,1,-2,negativo
Milhões de brasileiros jamais conseguirão se aposentar com as novas regras da reforma,1,-2,negativo
"Sempre os ""especialistas"" kkkkk",2,-1,positivo
"O que não faz a liberação de 2,5 bilhões em emendas parlamentares...Parabéns aos envolvidos 👉🤯",1,-1,neutro
"NOSSO BRASIL, ORDEM E PROGRESSO ! ! !",1,-1,neutro
Sem o mimimi já teriam resolvido isso faz tempo. 🤞,2,-1,positivo
"esses ""especialistas"" estão com o  mindset baixo. kkkkkkkkkkkkkkkkkkkkk",2,-2,neutro
Especialistas? Kkkk,2,-1,positivo
Os defensores de bandido ficam putos... Mas pensem que todos os corruptos de esquerda tiveram a chance de mudar... Ficaram anos e anos no poder e nada... O Brasil precisa caminhar de novo... Precisa andar pra frente pq está tudo parado... não me venha dizer que vai prejudicar os mais pobres pq o Lula tirou todos da pobreza... Deixem o país respirar de novo... Preciso trabalhar e voltar a ganhar dinheiro e tudo está parado !!!,2,-4,negativo
"""Especialistas"" dessa extrema imprensa... Bom para lembrar que eles não sabem de bosta nenhuma, forçam as suas vontades e opiniões pessoais no lugar dos fatos...",3,-1,positivo
"""especialistas "" kkkkk",2,-1,positivo
"Sentindo na pele a ""democracia"" da esquerda! CIROCRACIA 😎https://www1.folha.uol.com.br/poder/2019/07/pdt-ameaca-expulsar-tabata-amaral-e-outros-deputados-que-votarem-pro-reforma-da-previdencia.shtml",1,-1,neutro
Nunca foram especialistas hahahahahaha,1,-1,neutro
Surpreende mesmo $$$$$$$$$👉👉👉,1,-1,neutro
O problema é que sempre emtrevistam especialista de esquerda e a esquerda não é boa com números entendeu?,2,-2,neutro
Todos comprados como sempre o governo do Bolsonaro a pilantragem rola souta o toma lá é da ca,1,-1,neutro
"Especialistas?De que?Sempre os ""especialistas"".",1,-1,neutro
Que surra em 👊👊👊👊👊 sobrou 71 votos de lavada! Bolsonaro neles 🇧🇷👊👊👊👊 humilhou a esquerdalha 😂😂😂😂😂😂,1,-4,negativo
Esses especialistas  da mídia só dão bola fora! Começou na  campanha de Bolsonaro E não pararam mais!  Kkkkkkkkkk,2,-2,neutro
diminuir em até  50 % o número de políticos no Brasil  !,1,-2,negativo
Comprou muito voto para aprovação da reforma da previdência e depois diz que não têm dinheiro para os investimentos básicos.😈,1,-1,neutro
"Especialistas tipo o Matemático da USP que dava 99,6% de chances do Andrade vencer as eleições kkkkkkkkkkk",2,-1,positivo
Ė  mesmo  viva  Bolsonaro,1,-1,neutro
Aprovação ou compra  ?,1,-1,neutro
A eleição do Bolsonaro também  kkkkkkkkkkkkkk,2,-1,positivo
"Deus tende piedade dos pobres e trabalhadores, pois os corruptos estão em festa!!! A volta da escravidão regulamentada e regida pelos novos senhores feudais!!!",1,-3,negativo
"Os “especialistas” dessa rede, sei não viu... kkkkk",2,-1,positivo
"AVANÇA BRASILMAIS REFORMAS, MAIS EMPREGOS. #TCHAUCOMUNAS",1,-1,neutro
Especialista é o meu🐣,1,-1,neutro
Especialista em que  ?,1,-1,neutro
"Especialistas, pesquisas...kkk...Não acertam uma!",2,-1,positivo
"Bem que os bolsominions poderiam sair às ruas agora pra pedir a reforma tributária e política,já que eles se engajaram tanto pedindo essa reforma previdenciária né,agora chegou a vez das reformas que realmente vai mudar o Brasil 😉",2,-2,neutro
É muito triste ver os deputados venderem seus votos para aprovar a reforma da previdência que vai condenar os mais pobres de conseguirem se aposentar porque com  40 anos de contribuição e idade mínima de 65 anos é pena de morte para a imensa maioria das pessoas que vão morrer antes de conseguir se aposentar.,1,-4,negativo
"Muito dinheiro envolvido, quem ainda se surpreende?!.",1,-1,neutro
Esses “especialistas” estão sendo surpreendidos desde o primeiro turno da eleição do Jair Messias Bolsonaro,1,-1,neutro
"Parabéns aos envolvidos estão prontos para contribuir por 40 anos para ter 100% do seu salário??? A e se não conseguir já pode fazer as contas: 25 anos 50%, 27 anos 65%, 30 anos 70%, 35 anos 80% 40 anos 100%Faz as contas e veja agora se conseguirá a façanha de contribuir por 40 anos.Espero que você não seja assalariado.",2,-1,positivo
"Esse placar de 72 a 28%, confirmou o fim definitivo da quadrilha do PT que sabia e já vinha falando há muito tempo! Especialistas de bostas e de merda, isso sim!",1,-3,negativo
Rolou muita grana e os robôs aplaudindo.,3,-1,positivo
"Bolsonaro tbm perdia para todos no.segundo turno.. ""surpreendeu"" né ? Kkkkkk",2,-1,positivo
"Surpreende o que? Essa cambada de rato votou a favor porque são tudo do mesmo balaio,,,,,esses monstros querem escravizar o pobre",3,-2,positivo
"kkkk ""surpreende especialistas""!",2,-1,positivo
"Mais uma vez os “Especialistas” erram o resultado, aliás, os da #GloboLixo erram TODAS .😂😂😂😂😂😂😂",1,-1,neutro
Não achei nenhuma surpresa simplesmente fizeram seu dever nada mais,1,-2,negativo
Surpreende os especuladores e esquerdopatas!!,1,-1,neutro
Os mesmos especialistas que previam addad como presidente!!,1,-1,neutro
Especialistas 😂😂😂😂😂😂😂😂😂,1,-1,neutro
"O congresso nacional é o balcão nacional de negócios, adivinha o que tá sendo vendido agora??",1,-1,neutro
Especialistas????????O que significa isso????,1,-1,neutro
Coitado de Jesus!,1,-1,neutro
"Que especialistas são esses? O parlamento só tava esperando o presidente soltar a verba. Agora que ele molhou a mão deles, claro que ia passar",2,-2,neutro
Esses especialistas não acerta uma vai toma no cu kkkk,2,-3,negativo
Especialistas hahahaha São todos uma piada!,1,-3,negativo
Os especialistas furados kkkk,2,-1,positivo
Surpreende por quê?Biroliro liberou verba pra comprar voto,1,-1,neutro
Especialistas precisam estudar mais! Grande dia!,3,-1,positivo
Os especialistas em errar kķkkķkkk kķkkķkkk kķkkķkkk kķkkķkkk kķkkķkkk,2,-1,positivo
Liberação de emendas q fala?,1,-3,negativo
"O pior que tem que voltar de novo, o coisa chata, isso não acaba nunca",1,-3,negativo
"Afinal, Bolsonaro continuará recebendo R$ 32 mil por mês de aposentadoria... O povo é quem irá se lascar!",1,-1,neutro
Grande dia!!!,3,-1,positivo
"Os velhos ""especialistas"" de esquerda? 🎶 O Brasil acordou e o mito chegou 🎶",1,-2,negativo
Hora com o que o bozo sotou de grana pra essa vagabundagem,1,-2,negativo
💰💵 O dinheiro compra tuuudooo!!! 💰💵💰💵,2,-1,positivo
Os vagabundos do congresso não fizeram mais que a obrigação deles...,2,-2,neutro
"Surpreende esquerdopatas como a globolixo, o uolixo, o Estado de São, folha e a nata esquerdistas.",1,-1,neutro
Eu nem me surpreendo comprou todo mundo para ferrar o povo de tão boa que é!,2,-2,neutro
"Chora Globo, chora! 😂😂😂",1,-4,negativo
"Não vai ter impeachment! Teve✔️Lula não vai ser preso! Está preso ✔️Bolsonaro perde no segundo turno, Bolsonaro foi eleito✔️Bolsonaro não vai ter apoio no congresso! Segunda maior bancada ✔️Não vai aprovar a Reforma da Previdência! Reforma Aprovada ✔️Mais uma Vergonha.",2,-3,negativo
Por 40 milhões quem não votaria ?,1,-1,neutro
Só a debandada do PDT que veio votar na reforma! Kkkkkkk,2,-1,positivo
Se passou fácil boa coisa ñ é pro povo,2,-1,positivo
Muito $urpriendente me$mo..$$$$$$$$$$$$$$$$$$$$$$$,1,-1,neutro
A Grande Mídia faz a festa,3,-1,positivo
Essa Globo só passa vergonha!,1,-3,negativo
Acompanhe o perfil para saber mais sobre TORTURA COM NANOTECNOLOGIA.,1,-4,negativo
Com o mensalão do Bolsonaro não sei porque os especialistas se surpreenderam!,1,-1,neutro
Todos ladrões que aprovaram está reforma dos internos,1,-2,negativo
Querido presidente Bolsonaro: o senhor está trabalhando muito! Reconhecemos sua dedicação ao Brasil e ao povo brasileiro.Enfrentar as hostes inimigas não é coisa para qualquer um. Deus lhe dê muita saúde e proteção!!!! 👉👉,3,-3,neutro
Péssimo quem é pobre e classe média vai ficar mais pobre e trabalhar mais doente que nunca é quem é rico ganhando com a bolsa . Arrependida de ter votado nele traídor do povo e dos policiais . As emendas liberadas nada mais foi que oMensalão legalizado . Safado  porque não mexeu com os parlamentares ? Porque não os militares ? Ele sacrificou as ovelhas e e poupou os lobos,2,-2,neutro
Não existe ninguém mais burro no mundo do que o pobre de direita. PQP,1,-2,negativo
"Especialistas kkkkkkkkkkkk amo eles, errão tudo, eleição, votação de reforma, pesquisas kkkkkkk e deixa a Globo mais lixo",2,-2,neutro
Claro! Dinheiro compra tudo!!!  A vida das pessoas negociada com milhões,1,-2,negativo
Retirou 1 bi da saúde para comprar votos uma vergonha,1,-3,negativo
Deve ser “especialista “ petistas 😎👉🏻👉🏻,1,-2,negativo
Eu li “propina pode influenciar”,1,-1,neutro
"Eu sabia que ia ser aprovado o texto. 🙁Segue a vida.Se pelo menos o Brasil crescer de novo, gerar empregos, distribuí renda, permitir que as pessoas se estabilizem para encarar a velhice. É isso.",1,-2,negativo
Especialista da GLOBO  ??? Kkkk#BOLSONAROPRESIDENTE2022🇧🇷,2,-1,positivo
Parabéns paneleiros,1,-2,negativo
Quando as burras se abrem tudo é aprovados não há limites 😭,1,-2,negativo
Um forte abraço 👉,3,-1,positivo
Pelo visto eles tão sendo bem beneficiados porque a assembleia está lotada parece um formigueiro,2,-1,positivo
"Para a.surpresa de ninguém, especialistas erram mais uma kkkk",2,-1,positivo
"Aaaaahhhhhh, os especialistas. O que seria de nós sem suas análises ""certeiras""!!?",2,-1,positivo
Por que? Esprerava q fosse diferente.,1,-1,neutro
"Com essa Reforma da Previdência não estão respeitando nem a Bíblia. Isaías 1:17 Aprendam a fazer o bem: busquem o direito, socorram o oprimido, façam justiça ao órfão, defendam a causa da viúva. Estamos firmes na luta contra essa Reforma que tira os direitos dos pobres e fortalece os privilégios dos poderosos desse país. A luta continua!#EssaLutaéNossa",3,-3,neutro
FRAUDE NA PREVIDÊNCIA: COMPRA DE VOTOS COM DINHEIRO PÚBLICOPT entra com ação na PGR e no STF contra a distribuição de verbas públicas para a compra de votos a favor da reforma da previdência. Governo comete várias ilegalidades! #ReformaNão,2,-2,neutro
"O destaque que deixava os PROFESSORES fora da reforma da previdência foi rejeitado! O destaque que deixava os POLICIAIS FEDERAIS fora da reforma da previdência também foi rejeitado! E o destaque que deixa os FAZENDEIROS E GRANDES RURALISTAS fora da reforma previdência? FOI APROVADO! Quem tem “lobby”, não morre pagão! 👍🏻",3,-2,positivo
Serão responsáveis por uma geração de desvalidos. O preço disso será alto e suas consciências serão atormentadas por toda a existência. Pobres almas.,1,-2,negativo
"AGORA É OFICIAL: Depois dos grandes fazendeiros, agora os MILIONÁRIOS brasileiros também estão fora da REFORMA DA PREVIDÊNCIA !! “ ...é ô, ô, vida de gado. Povo marcado, ê!Povo feliz ...”",3,-1,positivo
"Especialistas que não acertam uma sequer, desde 2014 😂😉😎",1,-1,neutro
Fria hein!!,1,-2,negativo
Mais uma vez provando que esses especialistas que vcs se orientam não valem 1 tustão furado,2,-2,neutro
Cada um vai levar um trocadinho ! É lógico......e o pobre vai se lascar,1,-2,negativo
Especialistas globais sendo surpreendidos rsrs,1,-1,neutro
Especialistas é meu ovo,1,-1,neutro
Surpreende a quem ? O governo liberou muita grana em emendas parlamentares . Qual a dúvida que seria aprovada ?...rsrs,3,-2,positivo
E as empresas devedoras do INSS? 😈,1,-2,negativo
"Grande dia, o nosso país precisa com urgência dessa refoema. Que venham as próximas etapas e as próximas reformas!!!",3,-1,positivo
Parabéns ao nosso Presidente Bolsonaro que encaminhou uma reforma robusta para o Congresso e parabéns ao Maia por ter apoiado e também aos deputados.,2,-1,positivo
"Depende,$$$$$$$$",1,-2,negativo
Bolsonaro 2022 Flávio Bolsonaro 2026/30 Eduardo Bolsonaro 34/38  e se Sérgio Moro tiver vivo daqui pra lá 42/46,1,-1,neutro
surpreende tanto assim depois que o bolsonaro comprou a galera?,1,-2,negativo
"Surpreendidos ? Então não são especialistas. Até o povão já sabia que seria aprovada depois da liberação das emendas parlamentares e, se o Bozo quisesse, até Imperador ele virava nesse momento.",1,-1,neutro
Surpreende pq?Com toda essa baba liberada...,1,-2,negativo
As bactérias vermelhas se batendo com o efeito do antibiótico!🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,1,-2,negativo
"Bem feito bando de besta, quem mandou votar nesses corruptos, vão morrer de trabalhar, sem direito a reclamar de nada",2,-3,negativo
O dinheiro é corruptorPessoas sem caráter se vendem a qualquer preço,1,-1,neutro
"A reforma foi aprovada por 379 a 131. Uma vitória ESMAGADORA! Os adeptos do caos, que bradavam a ""ingovernabilidade"" se recolhem à toca! VITÓRIA DO POVO BRASILEIRO! Enquanto seguirmos na luta, vamos tendo vitórias. Parabéns a você que saiu as ruas para exigir a aprovação da reforma. Essa vitória é a prova da força do povo nas ruas.   🇧🇷🇧🇷🇧🇷😎👉",3,-3,neutro
Os deputados que resolveram votar a favor da Reforma da Previdência foram comprados!!,2,-1,positivo
"Um presidente que era contra a previdência e assim que se elege vira a favor, quero ver se ele vai abdicar de sua aposentadoria como deputado e presidente!!!!!!!PARABÉNS AOS BANQUEIROS.Adeus aposentadoria. Com essa reforma injusta que retira 1trilhao dos trabalhadores e do povo Brasileiro para pagar políticos e banqueiros , ninguém mais vai se aposentar no Brasil. E a longo prazo vai se criar uma geração de idosos jogados nos cantos para morrerem abandonados. Ninguém contrata idoso de 60 anos para trabalhar.ACORDA POVO BRASILEIRO ENQUANTO A TEMPO.!!!",3,-2,positivo
"A hora...É agora...""Mudanças""...Que  farão muitas diferenças...",3,-1,positivo
"O anúncio da nova previdência diz que o trabalhador de salário mínimo ""pagará menos"" de contribuição. Verdade: de 8%, a contribuição cairá para 7,5%. No exemplo dado, o ganho do trabalhador será de R$ 4,99, suficientes para um litro de leite e três pães franceses por mês. Só que... o cara vai ter de trabalhar mais 12 anos por causa disso! Bingo!",2,-2,neutro
Estamos todos ferrados aff,1,-2,negativo
"Tem pessoas por aqui , que aquela velha estória, foi a azeitona que fez mal, e não aceitam o novo Brasil...que chega de fingir que ajuda os mais carentes, toma um par de botas, e leva do povo a fábrica toda....acorda idiotas , tirem a trava dos olhos, se libertem das algemas socialista e da segurança e cabeço do socialista   sangue suga.",2,-2,neutro
"Kkkk os especialistas da rede esgoto,Miriam Leitão,Merval Pereira,Camarotti.. nao cansam de passar vergonha!!!!",2,-3,negativo
"Resumo da reforma:  - trabalhador da iniciativa privada e povão em geral q vão arcar com essa economia(pra quem não sabe, qse 84% da economia de 1 trilhão  vai sair da iniciativa privada e povão) ...todas as categorias pulando fora, policiais federais com 55 anos se aposentarão integralmente, políticos q estão exercendo o cargo não entrarão na reforma,  só valerá pra os novos, militares privilegiados, funcionários públicos estaduais e municipais tbm ficaram de fora...sem contar outros benefícios q serão cortados como por exemplo, quem ganha entre um e dois salários mínimos não ganhará mais o PIS (93% dos q recebem hj, olha o absurdo)...novas aposentadorias serão em média de 20 a 40% menores, enfim, tem mais cortes pro povão q poderia citar, como cálculos de pensões, etc ...de justa, essa reforma da previdência não tem nada...ver a elite apoiar até entendo, mas muitos pobres apoiarem q acho um absurdo...(reforma tem q ter, mas não injusta como está sendo apresentado) Sorria vc foi enganado!!",3,-3,neutro
Jaga uma bomba aí,1,-2,negativo
"Até a gleice Hoffman e Maria do Rosário votaram a favor,kkkkk",2,-1,positivo
Com voto comprado é fácil. É a velha política em ação!! Para quem quiser continuar acreditando...,1,-2,negativo
""" Especialistas"" 💩",1,-1,neutro
"""ESPECIALISTAS"" 😂😂😂Não acertam uma",1,-1,neutro
Esses especialistas....,1,-1,neutro
Bolsonaro tá cavando a própria cova,1,-2,negativo
Especialistas estão sempre se surpreendendo. Não me esqueço do especialista da USP que afirmou que o Haddad tinha 94% de chances de ser o novo presidente 😂,1,-1,neutro
meus amigos a reforma foi aprovada e pronto.,1,-1,neutro
Os famosos especialistas,1,-1,neutro
"Esses ""especialistas"" já não justificam os títulos :)",1,-1,neutro
"""especialistas"" que não acertam nada, vivem surpresos! grande dia Jair Messias Bolsonaro",3,-1,positivo
Grande dia 👍,3,-1,positivo
MAIS UMA VITÓRIA DO GOVERNO BOLSONARO! MAIS UMA VITORIA PARA O BRASIL!!! 😎👉👉🇧🇷🇧🇷🇧🇷,1,-1,neutro
O congresso preservou os privilégios e regalias dos funcionários públicos e políticos. O congresso está fazendo os brasileiros de palhaços mantendo o abismo imoral entre os aposentados do setor privado e os aposentados do setor público.,2,-3,negativo
Complo,1,-1,neutro
Especialistas??? Hahahahhahaha,1,-1,neutro
"Não comece, O Globo! CHANTAGEM nao",1,-3,negativo
Esses especialistas só dão informações erradas e erram todas as previsões kkkkkkm,2,-1,positivo
Votos comprados...esses não trabalham pelo povo.... povo e muito idiota...,1,-2,negativo
Bando de safados apoiadores do bozonaro. Estao tirando todos nossos direitos e um absurdo.,2,-2,neutro
"Gente burra, país de merda!",1,-2,negativo
Imbecis comemoram e agradecem... Eita gente ruim!,1,-2,negativo
Esses especialistas ja não acertam uma faz tempo !,1,-1,neutro
"Até pq para os especialistas o Haddad seria presidente.Globo, é melhor rever esses especialistas de vocês.",2,-1,positivo
"Hipócritas, com os cofres abertos se aprova o que quer e o que fode com o povo",1,-3,negativo
ESPECIALISTAS KK,1,-1,neutro
Parabéns por fuder com a vida dos aposentados e viúvas seus bandidos malditos 👹👹👹👹,1,-2,negativo
"Parabéns aos 379 deputados, viva ao novo Brasil que prosperará com o nosso presidente honesto e patriota...Bolsonaro 2022...",1,-1,neutro
"Sabe quem votou contra a sua aposentadoria?Tu mesmo, nas eleições de 2018.Ao votar no PSL, PSDB, MDB, NOVO, DEM e no Bolsonaro.",1,-2,negativo
https://m.facebook.com/story.php?story_fbid=1161033417433047&id=100005791987193,1,-1,neutro
Com tantos bilhões liberados para compra de votos não me surpreende,1,-1,neutro
Cheio de pobre comemorando  a aprovacao.....e pra rir ou chorar....,2,-4,negativo
Especialistas que nunca explicaram ou acharam uma solução para os milhões de desempregados que essa esquerda deixou.,1,-4,negativo
O especialista da Globo é o Molon,1,-1,neutro
"""especialistas"" = maconheiro que a Globo pega e transforma a opinião em manchete",1,-1,neutro
Eu não entendo porque tem tanto pobre comemorando essa reforma da previdência 🤔Deve ser patriotismo ou...,1,-2,negativo
"Os “especialistas” que achavam que não seria aprovada se surpreenderam tanto, quanto o matemático na USP que disse que o Haddad tinha 99,99% de chance de ser presidente. 🤦🏻‍♂️",1,-1,neutro
A reforma é necessária. Alguém tem que pagar a conta!https://youtu.be/h0f8NeJjuFs,2,-1,positivo
Pobre é igual porco torcendo pelo torresmo! Não tem dó do próprio sangue e suor!,1,-3,negativo
Se é pra mudar 👏👏👏 bora aprovar geral... Deus abençoe nosso Brasil 🙏,2,-2,neutro
Especialistas 😂😂😂🤣🤣🤣,1,-1,neutro
"Só vejo aposentados e herdeiros de militantes mortos apoiando...quem trabalha e ganha um salário mínimo nem sabe ainda o quanto será afetado...nem eu que sou MEI sei... pois tenho 48 anos, tenho 28 anos de carteira registrada e pago 150 teias de INSS como autônoma a 4 anos para conseguir me aposentar por tempo de Serviço.. Só que não... meu salário de aposentadoria será de um salário mínimo...e Não posso por lei pagar mais que isso!",3,-4,negativo
"O GLOBO-LIXO, e os seus especialistas",1,-1,neutro
Eu acho é pouco para esse país de fdp! Comemorem bastante vcs merecem!,1,-2,negativo
Parabéns Bolsonaro Parabéns Rodrigo Maia e congresso Parabéns Guedes💙💛👍,1,-1,neutro
"Sem mexer na previdência  dos políticos, lógico que iriam aprovar!",1,-1,neutro
Reformas JÁ. O povo tá de olho neles,1,-1,neutro
"O que surpreendeu foi o volume de dinheiro liberado pra os parlamentares...Nessas horas tem contingenciamento não né... esse governo não me engana, tão safado quanto o passado, só mudou o nicho de apóio",1,-2,negativo
Tinha que ser assim mesmo. Foram comprados. O 💰💰💰💰💰💰 tá bolso e tá bonito.,2,-1,positivo
Chora Globo comunista lixo que tem toda a sua classe artística e jornalística votando nos bandidos vermelhos.,1,-4,negativo
Os especialistas q sempre erraram....novidade essa surpresa. VAMOS BRASIL!!!,1,-1,neutro
Tenho pena dos meus filhos e  netos,1,-2,negativo
GLOBOSTA com seus especialistas de MERDA,1,-2,negativo
"Parabéns Presidente Bolsonaro!Parabéns Ministro Paulo Guedes!Esses ""especialistas"" não cansam de passar vergonha! 😂😂😂😂",1,-3,negativo
"Sempre eles, os especialistas 😂😂😂",1,-1,neutro
"Surpreende especialistas, deve ser porque eles nunca viram tomar tanto dinheiro, pra apoiar a desgraça do povo...",2,-2,neutro
https://youtu.be/N2pqLPKmQ7E,1,-1,neutro
"Lidar com a dor do outro, com a morte, não é fácil, somada a sobrecarga de trabalho, exaustão, agressão, esgotamento físico, psicológico, humilhações, baixo salário sendo obrigada a fazer uma dupla ou tripla jornadas de trabalho, com rotinas de trabalho estressantes.OS PROFISSIONAIS DE ENFERMAGEM DO BRASIL PEDEM SOCORRO!!https://www.facebook.com/groups/255318648751603/",2,-4,negativo
"Com o tanto de dinheiro que foi liberado, nada surpreendente.",1,-1,neutro
A Globo lixo se rendeu au Bolsonaro.,1,-2,negativo
Grande Dia 🇧🇷😎👉👉,3,-1,positivo
Parabéns a quem votou nessa escória.,1,-3,negativo
E ai continua a mesma sacanagem o dinheiro rolando e as mordomias para eles e o pobre povo brasileiro que se ferra e ainda paga as mordomias desses vampiros.,1,-2,negativo
"Como não causaria surpresa ver deputados votando medidas que vão ferrar a maioria dos eleitores, não é mesmo?",1,-4,negativo
"Comprado, não tem surpresa",1,-1,neutro
Eu quero os meus FGTS ativo e inativos e ainda o PIS,3,-3,neutro
Especialistas precisam dar uma reciclada aê.,1,-1,neutro
"https://www.facebook.com/100002629917169/posts/2238518742912434?s=100002629917169&sfns=mo. E a mídia não mostra isso,Porque?O povo merece saber.",1,-1,neutro
"Triste dia para o trabalhador brasileiro, esse é o governo do maior retrocesso da história desse país. Triste é ver trabalhador apoiar e comemorar a aprovação dessa nefasta reforma, que só beneficia os políticos, militares e a Eliete econômico! ESSA CULPA EU NÃO CARREGO, MEU DEPUTADO VOTOU CONTA! 😪",2,-3,negativo
Surpresa nenhuma ou só para pesquisa do ibope 🤣🤣🤣🤣,1,-1,neutro
Enquanto os jornais ouvirem especialistas com víeis político partidário não haverá acerto   Porque  tais especialista falam o que querem não o que deve acontecer.,3,-3,neutro
"Carluxo, digo Pavão Misterioso, e suas FAKE NEWS de sempre contra Jean Willys e agora Gleen Greenwald também.* Obs: Quem acredita em Carluxo -pavão é capaz de acreditar em tudo: MBL, ANTAgonista, corrente de zap e até nas desculpas do Moro e Deltan.....................................http://www.e-farsas.com/analisamos-as-principais-provas-apresentadas-pelo-pavao-misterioso.html?fbclid=IwAR2itfv3MChWSRTZk9c9QBJQ7mEJ0uxCtZjBP8WrgynqDcWU8b3dIrga7cg",1,-4,negativo
Especialistas e os institutos de pesquisas ibop data folha não acertam uma  Credibilidade zerooooo,2,-1,positivo
https://www.facebook.com/276941566347034/posts/358781004829756?s=100002629917169&v=e&sfns=mo.  Vamos mostrar ao povo brasileiro 👏👏👏,1,-1,neutro
"Tomara que essa reforma afunde a vida do brasileiro mesmo que foram pra ruas como se fossem ricos pedindo a reforma e de quebra, como só pobre gasta, gera dinheiro e movimenta a economia, sem dinheiro vai ser igual dominó comecaram a cair as empresas.",1,-2,negativo
BOLSONARO PRESIDENTE 2022 !!!!,1,-1,neutro
Deu. Vantagens para evangélicos. Bancada. Agropecuária. E por. Aí afora.,1,-1,neutro
Ficaram surpresos porque ?foram bem pagos 🙄,2,-1,positivo
30.934 Proventos de Presidente33.000 Deputado Aposentado10.000 Capitão Reformado ai eu te pergunto quanto vc ganha para advogar para o Bolsonaro,1,-1,neutro
"Surpresa nenhuma, a maioria dos políticos tem ligação com empresários ou são devedores da previdência social, portanto não perderam a oportunidade de repassar a conta para a população brasileira pagar simples assim.",3,-2,positivo
ESSES BRASILEIROS ESTÃO ACOSTUMADO com mordomias,1,-1,neutro
Especialista da Globo?HahahaOu o Ibope a serviço da Globo?Que dizia q Bolsonaro perdia para todos?Piada!!!!!!😂😂😂😂😂Credibilidade zero!,1,-3,negativo
"""No meu governo não terá toma lá dá cá. "" A reforma do Temer é absurda! Não vai passar. "" Vou acabar com.a reeleição""  "" não anistiei partido político"" , logo depois vem a informação nos jornais da anistia. "" Vou abrir a caixa preta do BNDES"" ""  ""idiotas úteis"" "" foi uma fraquejada"" "" foi um incidente"" "" o exército é do povo e o povo não matou ninguém""",1,-3,negativo
Vitória do povo brasileiro,1,-1,neutro
https://www.facebook.com/Clarice.2030/videos/368773676990332?s=100002629917169&v=e&sfns=mo. More o fundador do PT,1,-2,negativo
